author,geos
Alain Michel,"['48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '45.77962,4.86518', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '45.77962,4.86518', '45.77962,4.86518', '48.851304,2.340246', '48.851304,2.340246', '45.77962,4.86518', '48.851304,2.340246', '48.851304,2.340246', '45.77962,4.86518', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '45.77962,4.86518', '48.851304,2.340246', '48.851304,2.340246', '45.77962,4.86518', '48.851304,2.340246', '45.77962,4.86518', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '45.77962,4.86518', '44.809966,-0.596578', '48.851304,2.340246', '48.851304,2.340246', '45.77962,4.86518', '48.851304,2.340246', '48.851304,2.340246', '45.77962,4.86518', '48.851304,2.340246', '45.77962,4.86518', '48.851304,2.340246', '43.2935,5.35781', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '43.2935,5.35781', '43.61583,3.87203', '43.2935,5.35781', '43.2935,5.35781']"
Daniel Poirion,"['0,0', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246']"
Fanette Roche-Pezard,"['0,0', '48.8468,2.34488', '48.8468,2.34488']"
Laurent Versini,"['0,0', '48.6962,6.17634', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246']"
Bernard Pottier,"['48.11585,-1.67298', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.39803,-4.5077', '48.39803,-4.5077', '48.39803,-4.5077']"
Philippe Cahuzac,"['0,0', '48.70997,2.1531']"
Jean-Pierre Martin,"['45.77962,4.86518', '43.2935,5.35781', '43.2935,5.35781', '43.2935,5.35781', '48.851304,2.340246', '43.2935,5.35781', '43.2935,5.35781', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '43.2935,5.35781', '48.851304,2.340246', '48.57872,7.76465', '48.70997,2.1531', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '45.7492,4.83714', '48.851304,2.340246', '48.851304,2.340246']"
Jean-Paul Fitoussi,"['0,0', '48.57872,7.76465']"
Pierre Coustillas,"['0,0', '50.6314,3.07497']"
J.-C. Fontes,"['0,0', '48.70997,2.1531']"
Jacques Lemounier,"['0,0', '47.2097,-1.55587']"
Louis Andre,"['48.8468,2.34488', '43.56287,1.46597', '43.56287,1.46597', '43.56287,1.46597', '43.56287,1.46597', '43.56287,1.46597']"
Pham Quang Tho,"['0,0', '45.783,4.87798']"
Jean-Louis Bosc,"['0,0', '45.783,4.87798', '45.783,4.87798', '45.783,4.87798', '45.783,4.87798']"
Jean Delloue,"['0,0', '43.1369,6.01684', '48.851304,2.340246']"
Olivier Carre,"['0,0', '48.8489,2.34313']"
Yves Pacheco,"['45.77962,4.86518', '45.783,4.87798', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518']"
Michel Amanieu,"['0,0', '43.61583,3.87203']"
Bernard Roy,"['48.71317,2.21022', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785']"
Jean-Claude Tarondeau,"['0,0', '48.85464,2.33785', '48.90245,2.21238', '48.90245,2.21238']"
Jacques Laporte,"['45.7492,4.83714', '48.851906,2.340105']"
Andre Chesne,"['0,0', '48.70997,2.1531']"
Sebastien Candel,"['0,0', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531']"
Christiane Mercier,"['0,0', '48.851906,2.340105']"
Jean-Louis Krivine,"['0,0', '48.851906,2.340105']"
Jacques Vedrine,"['0,0', '45.77962,4.86518', '45.77962,4.86518']"
Susan Michelson,"['0,0', '48.851906,2.340105']"
Philippe Rouyer,"['48.8468,2.34488', '44.8015,-0.615058', '44.8015,-0.615058', '44.8015,-0.615058', '44.8015,-0.615058', '44.8015,-0.615058', '44.8015,-0.615058', '44.8015,-0.615058', '44.8015,-0.615058', '44.8015,-0.615058', '44.8015,-0.615058', '44.8015,-0.615058', '44.8015,-0.615058', '44.8015,-0.615058', '44.8015,-0.615058', '44.8015,-0.615058', '44.8015,-0.615058', '44.8015,-0.615058', '44.8015,-0.615058', '44.8015,-0.615058', '44.8015,-0.615058', '44.8015,-0.615058', '44.8015,-0.615058', '44.8015,-0.615058', '44.8015,-0.615058']"
Jean-Lou Sculfort,"['0,0', '48.851906,2.340105']"
Jacques de Bandt,"['0,0', '48.90245,2.21238']"
Michel Robert,"['0,0', '48.851906,2.340105']"
Jean Girodon,"['0,0', '44.8015,-0.615058']"
Alain Jean,"['47.31274,5.06637', '47.2097,-1.55587', '47.2097,-1.55587', '44.809966,-0.596578']"
Francis Dore,"['0,0', '49.18884,-0.36382']"
Olivier Weinstein,"['0,0', '49.4583,1.06895']"
Patrick Duroselle,"['0,0', '47.2097,-1.55587']"
Marcel Banner,"['0,0', '48.851906,2.340105']"
Stanislav Dusko Ehrlich,"['0,0', '48.70997,2.1531']"
Claude Lutton,"['0,0', '48.70997,2.1531', '48.70997,2.1531']"
Yves Morvan,"['48.8489,2.34313', '48.11585,-1.67298', '48.11585,-1.67298', '48.11585,-1.67298', '48.11585,-1.67298', '48.11585,-1.67298', '48.11585,-1.67298', '48.11585,-1.67298', '48.11585,-1.67298', '48.11585,-1.67298', '48.11585,-1.67298', '48.11585,-1.67298']"
Jean Laplanche,"['0,0', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105']"
Yannick de Roeck-Holtzhauer,"['0,0', '47.2097,-1.55587']"
Raymond Ledrut,"['0,0', '43.57954,1.40235', '43.57954,1.40235', '43.57954,1.40235', '43.57954,1.40235']"
Sylviane Billaudel,"['0,0', '47.2097,-1.55587']"
Jacques Lecomte,"['0,0', '48.70997,2.1531']"
Renaud Papoular,"['0,0', '48.851906,2.340105']"
Francois Lavenant,"['0,0', '47.2097,-1.55587']"
Michel Boulard,"['0,0', '48.70997,2.1531']"
Remy Chauvin,"['0,0', '48.851906,2.340105']"
Gilles Morel,"['0,0', '43.61583,3.87203']"
Alain Bonnet,"['48.90245,2.21238', '48.70997,2.1531', '48.8411,2.58822', '47.31274,5.06637', '47.31274,5.06637']"
Yves Serra,"['48.851304,2.340246', '43.61583,3.87203', '42.6844,2.89854', '42.6844,2.89854', '42.6844,2.89854', '42.6844,2.89854', '42.6844,2.89854']"
Jean-Marie Dubert,"['0,0', '48.851906,2.340105']"
Gerard Bocquier,"['0,0', '48.851906,2.340105']"
Catherine Fournier,"['48.851304,2.340246', '48.851906,2.340105', '48.851906,2.340105']"
Maurice Kleman,"['0,0', '48.70997,2.1531']"
Jean-Michel Jouany,"['0,0', '49.4583,1.06895']"
Georges Schaff,"['0,0', '48.57872,7.76465']"
Jean Berstel,"['0,0', '48.851906,2.340105', '48.851906,2.340105']"
Richard d' Ari,"['0,0', '48.851906,2.340105']"
Jean Girard,"['0,0', '48.851906,2.340105']"
Christian Oddou,"['0,0', '48.851906,2.340105', '47.38376,0.67367']"
Francois Sidoroff,"['0,0', '45.77962,4.86518']"
Daniel Soulie,"['48.851304,2.340246', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785']"
Patrick Joffre,"['0,0', '48.85464,2.33785', '49.18884,-0.36382', '49.18884,-0.36382']"
Pierre Citron,"['0,0', '48.8489,2.34313']"
Francoise Audibert,"['0,0', '48.851906,2.340105']"
Maurice Porthault,"['0,0', '45.77962,4.86518', '45.77962,4.86518']"
Francois Raffi,"['0,0', '47.2097,-1.55587']"
Marcel Goldberg,"['0,0', '48.851906,2.340105']"
Pierre Mills,"['0,0', '48.851906,2.340105', '48.851906,2.340105']"
Thierry Jeulin,"['0,0', '48.851906,2.340105']"
Jean-Jacques Pocidalo,"['0,0', '48.851906,2.340105']"
Jean Massoulie,"['0,0', '48.851906,2.340105']"
Brandon Carter,"['0,0', '48.851906,2.340105', '48.851906,2.340105']"
Albert Najman,"['0,0', '48.851906,2.340105', '43.71693,7.26664']"
A. Mircea,"['0,0', '48.851906,2.340105']"
Bernard Agius,"['0,0', '48.851906,2.340105']"
J.E. Alouf,"['0,0', '48.851906,2.340105']"
Laurent Kott,"['0,0', '48.851906,2.340105']"
Jean-Paul Aubert,"['45.42472,4.39264', '48.851906,2.340105', '48.851906,2.340105']"
Patrick Girard,"['46.58596,0.34601', '48.851906,2.340105']"
G. Mesnard,"['0,0', '45.77962,4.86518']"
Georges Vallet,"['0,0', '45.77962,4.86518', '45.77962,4.86518']"
Daniele C. Gautheron,"['0,0', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518']"
Younes Ben Taarit,"['0,0', '45.77962,4.86518', '45.77962,4.86518']"
Francis Meunier,"['48.851304,2.340246', '48.851906,2.340105', '48.70997,2.1531', '48.70997,2.1531', '48.851304,2.340246', '48.867,2.35463', '48.851304,2.340246']"
Joel Nargeot,"['0,0', '47.38376,0.67367', '47.38376,0.67367', '43.61583,3.87203']"
Rene Bardin,"['0,0', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518']"
Franck Jung,"['48.71317,2.21022', '48.57872,7.76465']"
Jean-Marc Levy,"['48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465']"
Jean-Louis Robert,"['48.8468,2.34488', '43.61583,3.87203', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '47.85065,1.93397', '47.85065,1.93397', '48.8468,2.34488', '43.61583,3.87203', '48.8468,2.34488', '43.61583,3.87203', '47.85065,1.93397', '43.61583,3.87203', '45.77056,3.08791', '48.8468,2.34488', '47.85065,1.93397']"
Pierre Diemunsch,"['48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465']"
Pierre Barret,"['45.77056,3.08791', '47.31274,5.06637', '47.31274,5.06637', '47.31274,5.06637']"
Andre Laugier,"['0,0', '45.77962,4.86518']"
Guy Gautherin,"['0,0', '48.70997,2.1531']"
Andre Goldman,"['0,0', '45.77962,4.86518']"
Claude-Michel Brauner,"['0,0', '45.77962,4.86518']"
Bernard Balland,"['0,0', '45.783,4.87798']"
Emile Roegel,"['0,0', '48.57872,7.76465']"
Ivar Ekeland,"['0,0', '48.85464,2.33785']"
Anne Collin-Delavaud,"['0,0', '48.8489,2.34313']"
Pierre Julien,"['43.71693,7.26664', '43.71693,7.26664', '43.71693,7.26664', '43.71693,7.26664', '43.71693,7.26664', '43.71693,7.26664']"
Magdeleine Huetz-Aubert,"['0,0', '48.70997,2.1531', '48.70997,2.1531']"
Dominique Francois,"['48.6962,6.17634', '48.70997,2.1531', '49.40024,2.800108', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531']"
Jean Meyer,"['48.57872,7.76465', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246', '48.851304,2.340246']"
Pierre Leconte,"['45.77056,3.08791', '50.6314,3.07497', '50.6314,3.07497', '50.6314,3.07497', '50.6314,3.07497', '50.6314,3.07497', '50.6314,3.07497', '50.6314,3.07497']"
Alain Guyot,"['48.851304,2.340246', '45.77962,4.86518', '45.77962,4.86518']"
Jean Oudar,"['0,0', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518']"
Thomas Durand,"['47.85065,1.93397', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531', '48.70997,2.1531', '48.83915,2.58747', '48.867,2.35463', '48.867,2.35463']"
Robert Brousse,"['0,0', '48.70997,2.1531']"
Joseph Huppert,"['0,0', '45.77962,4.86518']"
Georges Michel,"['0,0', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518']"
Robert Mestres,"['0,0', '43.61583,3.87203']"
Jean-Rene Vanney,"['0,0', '48.851304,2.340246']"
Michel Terrenoire,"['0,0', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518']"
Louis Marmoz,"['0,0', '49.18884,-0.36382']"
Pierre Francois Gobin,"['0,0', '45.77962,4.86518']"
Francoise Lautier,"['0,0', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465']"
Lucette Davy,"['0,0', '43.61583,3.87203']"
Claude Thirriot,"['0,0', '43.56287,1.46597', '43.56287,1.46597', '43.56287,1.46597']"
Daniel Storck,"['0,0', '48.57872,7.76465']"
Michel Schmitt,"['47.2097,-1.55587', '48.57872,7.76465', '48.57872,7.76465', '48.6962,6.17634', '48.57872,7.76465', '48.6962,6.17634', '48.6962,6.17634', '48.57872,7.76465', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634', '48.57872,7.76465', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634', '48.6962,6.17634']"
Pierre Guillon,"['48.11585,-1.67298', '45.8263,1.25917']"
Chantal Simon,"['48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '45.77962,4.86518']"
Jacques Baranger,"['0,0', '45.77962,4.86518', '45.77962,4.86518']"
Pierre Grimal,"['0,0', '48.851304,2.340246', '48.851304,2.340246']"
Pierre Beauvillain,"['0,0', '48.70997,2.1531']"
Helene Cailla,"['0,0', '43.2935,5.35781']"
Jacques Chocheyras,"['0,0', '45.19159,5.76726']"
Claude Stoll,"['0,0', '48.57872,7.76465', '48.57872,7.76465']"
Georges Snyders,"['0,0', '48.851906,2.340105']"
Raymond Jean,"['0,0', '43.2935,5.35781', '43.2935,5.35781']"
Jacques Fromont,"['0,0', '48.57872,7.76465']"
Jacques Lautman,"['0,0', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '43.2935,5.35781']"
Micheline Guinand,"['0,0', '45.77962,4.86518']"
Jean-Pierre Cazenave,"['0,0', '48.57872,7.76465']"
Jean-Georges Barth,"['0,0', '48.57872,7.76465']"
Jean-Richard Sulzer,"['48.95793,2.34071', '48.95793,2.34071', '48.95793,2.34071', '48.95793,2.34071', '48.95793,2.34071', '48.95793,2.34071', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785', '48.85464,2.33785']"
Louis Porcher,"['0,0', '48.851906,2.340105', '48.8489,2.34313', '48.8489,2.34313']"
Maurice Reuchlin,"['0,0', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105']"
Jean-Louis Fincker,"['0,0', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465']"
Daniel Veaux,"['0,0', '43.71693,7.26664']"
Jean-Pierre Arnaud,"['48.90245,2.21238', '48.57872,7.76465', '48.57872,7.76465']"
Jacques Labeyrie,"['0,0', '48.70997,2.1531']"
Jean Gagnepain,"['0,0', '48.12064,-1.70333']"
Daniel Paquer,"['0,0', '48.6962,6.17634']"
Maurice Godet,"['0,0', '45.77962,4.86518', '45.783,4.87798']"
Raymond Robert,"['0,0', '45.77962,4.86518']"
Jean Pepin,"['0,0', '48.90245,2.21238']"
Simon Jeune,"['0,0', '44.8015,-0.615058']"
Jean-Marie Basset,"['0,0', '45.77962,4.86518', '45.77962,4.86518', '45.77962,4.86518']"
Jean Dresch,"['0,0', '48.851906,2.340105']"
Jean-Pierre Chante,"['0,0', '45.77962,4.86518', '45.783,4.87798']"
Gilbert Schwartz,"['0,0', '48.57872,7.76465']"
Michel Adloff,"['0,0', '48.57872,7.76465']"
Emanuel Shechter,"['0,0', '48.70997,2.1531']"
Francois Stoeber,"['0,0', '45.77962,4.86518']"
Michel Laurent,"['48.851906,2.340105', '45.77962,4.86518', '45.77962,4.86518', '48.851304,2.340246']"
Fernand Bourgeat,"['0,0', '43.56287,1.46597']"
Michel Sollogoub,"['0,0', '47.85065,1.93397', '48.8468,2.34488']"
Herve Moulin,"['48.851304,2.340246', '48.85464,2.33785']"
Pierre Jacob,"['43.56287,1.46597', '50.6314,3.07497']"
Bernard Picinbono,"['0,0', '43.1369,6.01684', '48.70997,2.1531']"
Pierre Schaeffer,"['45.7492,4.83714', '48.70997,2.1531', '48.851906,2.340105']"
Pierre Leveque,"['45.77962,4.86518', '47.2408,6.02265', '47.2408,6.02265', '47.2408,6.02265', '47.2408,6.02265', '47.2408,6.02265', '47.2408,6.02265', '47.2408,6.02265', '47.2408,6.02265']"
Bernard Jacquemont,"['0,0', '45.77962,4.86518']"
Nina Rausch de Traubenberg,"['0,0', '48.851906,2.340105']"
Pierre Chambon,"['45.77056,3.08791', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465']"
Youssef Haikel,"['48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465']"
Etienne Mazingue,"['0,0', '48.851304,2.340246']"
Jean-Marie Lemaine,"['0,0', '48.851906,2.340105']"
Emile Rieutord,"['0,0', '45.783,4.87798']"
Guy Bizard,"['0,0', '49.18884,-0.36382']"
Francois Boismare,"['0,0', '49.4583,1.06895', '49.4583,1.06895', '49.4583,1.06895']"
Thierry Pottecher,"['0,0', '48.57872,7.76465', '48.57872,7.76465']"
Jean Geisert,"['0,0', '48.57872,7.76465']"
Albert Bensoussan,"['0,0', '48.12064,-1.70333', '48.12064,-1.70333', '48.12064,-1.70333', '48.12064,-1.70333', '48.12064,-1.70333']"
Jean-Pierre Hansen,"['0,0', '45.77962,4.86518', '45.77962,4.86518']"
Jacques Grenier,"['0,0', '48.57872,7.76465']"
Jean Noel,"['0,0', '48.12064,-1.70333']"
Jean-Pierre Weill,"['0,0', '48.57872,7.76465', '48.57872,7.76465']"
Joseph Goubier,"['0,0', '45.77962,4.86518']"
Francis Oberling,"['0,0', '48.57872,7.76465']"
Marie-Helene Simonot,"['0,0', '47.31274,5.06637', '47.31274,5.06637']"
Philippe Morard,"['47.38376,0.67367', '43.56287,1.46597', '43.56287,1.46597', '43.56287,1.46597', '43.56287,1.46597', '43.56287,1.46597', '43.56287,1.46597', '43.56287,1.46597', '43.56287,1.46597', '43.56287,1.46597', '43.56287,1.46597']"
Jean Muller,"['0,0', '48.57872,7.76465', '48.57872,7.76465']"
Igor Tkatchenko,"['0,0', '45.77962,4.86518']"
Jean-Leon Beauvois,"['0,0', '49.18884,-0.36382', '45.19159,5.76726', '45.19159,5.76726', '45.19159,5.76726']"
Gerard Goma,"['0,0', '43.56287,1.46597']"
Richard Kastner,"['0,0', '45.783,4.87798']"
Clement Rosset,"['0,0', '43.71693,7.26664', '43.71693,7.26664']"
Jacques Rouault,"['0,0', '45.19159,5.76726']"
Patrick Guillaumont,"['0,0', '45.77056,3.08791', '45.77056,3.08791', '45.77056,3.08791', '45.77056,3.08791']"
Juan Segui,"['0,0', '48.851906,2.340105', '48.851906,2.340105']"
Genevieve Calame-Griaule,"['0,0', '48.8489,2.34313']"
Bernard Brugiere,"['0,0', '48.8489,2.34313', '48.8489,2.34313', '48.8489,2.34313', '48.8489,2.34313']"
Michelle Perrot,"['0,0', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105']"
Jean Paillusseau,"['0,0', '48.11585,-1.67298']"
J-CLAUDE BEAUNE,"['0,0', '47.31274,5.06637']"
Michel Coquery,"['0,0', '48.946,2.36213', '48.946,2.36213']"
Pierre Laviolette,"['0,0', '45.77962,4.86518']"
Michel Denis,"['48.946,2.36213', '48.12064,-1.70333', '48.12064,-1.70333', '48.12064,-1.70333', '48.851906,2.340105']"
Catherine Coquery-Vidrovitch,"['0,0']"
Michel Rochefort,"['0,0', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488']"
Pierre Maillet,"['0,0', '50.6314,3.07497', '50.6314,3.07497', '50.6314,3.07497', '50.6314,3.07497', '50.6314,3.07497', '50.6314,3.07497', '50.6314,3.07497', '50.6314,3.07497']"
Maurice-Paul Gautier,"['0,0', '48.851304,2.340246']"
Jean Cros,"['0,0', '43.56287,1.46597']"
Jacques Pigeon,"['0,0', '45.42472,4.39264']"
Frederic Deloffre,"['0,0', '48.851304,2.340246']"
Vincent Courtillot,"['0,0', '48.851906,2.340105', '48.851906,2.340105', '48.851906,2.340105']"
Genevieve Rodis-Lewis,"['0,0', '48.851304,2.340246']"
Alain Godard,"['0,0', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488', '48.8468,2.34488']"
Roland Doron,"['0,0', '48.851906,2.340105', '48.851906,2.340105']"
Jacques Charvet,"['0,0', '47.85065,1.93397', '47.85065,1.93397', '47.85065,1.93397']"
Robert Launois,"['0,0', '48.11585,-1.67298']"
Marie-Claire Cauvin,"['0,0', '48.90245,2.21238']"
Pierre Llau,"['0,0', '48.90245,2.21238', '48.90245,2.21238']"
Francois Morin,"['47.85065,1.93397', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712', '43.60656,1.43712']"
Yves Landry,"['48.851906,2.340105', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465', '48.57872,7.76465']"
