"Nom","Universite1","Universite2","Annee1","Annee2"
"Emmanuel Lochin","Paris 6","Toulouse, ISAE",2004,2015
"Emmanuel Margeat","Montpellier 1","Montpellier",2001,2016
"Emmanuel Moreau","Paris 6","Clermont-Ferrand 1",2002,2013
"Emmanuel Odic","Paris 6","Paris 11",1998,2005
"Emmanuel Okamba","Tours","Universite de Marne-la-Vallee",1992,2006
"Emmanuel Pauthe","Compiegne","Cergy-Pontoise",1998,2016
"EMMANUEL PETIT","Lille 2","Nice",1993,1991
"Emmanuel Picavet","Paris 4","Besancon",1994,2015
"Emmanuel Richard","Bordeaux 2","Bordeaux",2003,2018
"Emmanuel Rocca","Nancy 1","Universite de Lorraine",1999,2012
"Emmanuel Roulland","Paris 5","Paris 11",2000,2009
"Emmanuel Roze","Lyon 1","Paris 6",2010,2015
"Emmanuel Seignez","Paris 11","Universite Paris-Saclay (ComUE)",2006,2018
"Emmanuel Triby","Universite Marc Bloch (Strasbourg)","Strasbourg 1",1989,2007
"Emmanuel Valjent","Paris 6","Montpellier",2001,2016
"Emmanuel Vernadakis","Paris 7","Angers",1988,2010
"Emmanuel Villermaux","Paris 6","Aix-Marseille 1",1993,2011
"Emmanuelle Bouveret","Aix-Marseille 2","Aix-Marseille",1998,2012
"Emmanuelle Cam","Paris 6","Toulouse 3",1997,2009
"Emmanuelle Cambau","Paris 5","Paris 6",1996,2004
"Emmanuelle Claudel","Paris 10","Nancy 2",1994,2005
"Emmanuelle Garnier","Angers","Toulouse 2",2003,2017
"Emmanuelle Genin","Dijon","Paris 11",2009,2010
"Emmanuelle Genin","Dijon","Paris 11",2009,2008
"Emmanuelle Jouannet","Paris 2","Orleans",1993,2006
"Emmanuelle Loyer","Lille 3","Paris, Institut d'etudes politiques",1996,2017
"Emmanuelle Reynaud","Aix-Marseille","Aix-Marseille 3",2012,2011
"Emmanuelle Schmitt","Palaiseau, Ecole polytechnique","Universite Paris-Saclay (ComUE)",1994,2016
"Emmanuelle Schulz","Lyon 1","Paris 11",1992,2004
"Emmanuelle Sinardet","Tours","Paris 10",1997,2016
"Emmanuelle Vennin","Lille 1","Dijon",1996,2014
"Enzo Neppi","Paris 10","Universite Stendhal (Grenoble)",1986,2009
"Eric Adriaenssens","Lille 1","Lille 2",1998,2011
"Eric Andrieu","Montpellier 1","Paris, ENMP",1989,1994
"Eric Ballot","Lyon 1","Paris, ENMP",1994,2010
"Eric Beaumatin","Paris 4","Paris 3",1990,2012
"Eric Benoit","Toulouse 3","Nice",1988,1988
"Eric Berr","Bordeaux 4","Bordeaux",1999,2014
"Eric Bertin","Paris 7","Lyon, Ecole normale superieure",2003,2012
"Eric Bonnefoy Cudraz","Caen","Lyon",1992,2016
"Eric Bonnet","Paris 1","Paris 8",1994,2013
"Eric Brangier","Metz","Universite de Lorraine",1991,2013
"Eric Charkaluk","Palaiseau, Ecole polytechnique","Lille 1",1999,2015
"Eric Chaumillon","Paris 6","La Rochelle",1995,2005
"Eric Chauvet","Compiegne","Toulouse 3",2003,2010
"Eric Chauvet","Compiegne","Toulouse 3",2003,1996
"Eric Conte","Paris 1","Polynesie francaise",1988,2011
"Eric Dailly","Paris 5","Nantes",1997,2018
"Eric Darras","Paris 2","Toulouse 1",1998,2012
"Eric Dayre","Paris 3","Lyon, Ecole normale superieure",1994,2013
"Eric de Chassey","Paris 4","Tours",1994,2010
"Eric Debarbieux","Universite Pierre Mendes France (Grenoble)","Bordeaux 2",1991,2009
"Eric Delabesse","Paris 5","Toulouse 3",1994,2016
"Eric Delacour","Paris 2","Lyon 3",1997,2007
"Eric Delattre","Paris 10","Lille 1",2000,1989
"Eric Devaux","Lyon 1","Lille 1",1992,2015
"Eric Drockenmuller","Universite Louis Pasteur (Strasbourg)","Lyon",2002,2017
"Eric Dubreucq","Lille 3","Montpellier",2000,2016
"Eric Dufour","Paris 7","Clermont-Ferrand 2",2000,2004
"Eric Duviella","Toulouse, INPT","Ecole nationale superieure Mines-Telecom Lille Douai",2005,2018
"Eric Ezan","Paris 5","Paris 6",1989,2009
"Eric Fabre","Toulouse 3","Rennes 1",1996,2013
"Eric Fiat","Universite de Marne-la-Vallee","Paris Est",2002,2012
"Eric Fouache","Paris 4","Paris Est",1994,2012
"Eric Fournier","Lyon 1","Lille 2",1989,1989
"Eric Francalanza","Nancy 2","Brest",1999,2018
"Eric Garnier","Strasbourg 1","Montpellier 2",1987,2006
"Eric Ghigo","Aix-Marseille 2","Aix-Marseille",1989,2012
"Eric Gilbert","Paris 7","Caen",1986,2011
"Eric Girardin","Rennes 1","Bordeaux 1",1987,1994
"Eric Giraud","Aix-Marseille 3","Montpellier 2",1991,2006
"Eric Gloaguen","Paris 11","Universite Paris-Saclay (ComUE)",2005,2017
"Eric Gonneau","Toulouse, INPT","Toulouse 3",1993,2004
"Eric Gontier","Bordeaux 2","Vandoeuvre-les-Nancy, INPL",2001,2005
"Eric Kerrouche","Bordeaux 4","Bordeaux",1997,2016
"Eric Laine","Paris 11","Amiens",1985,2002
"Eric Lamarque","Bordeaux 4","Bordeaux",1996,2015
"Eric Laporte","Paris 7","Paris Est",1988,2010
"Eric Le Fur","Bordeaux 4","Rennes 1",2006,2010
"Eric Leclerc","Paris 6","Compiegne",2001,2012
"Eric Lefevre","INSA ROUEN","Artois",2001,2017
"Eric Lepage","Paris 7","Paris 5",1992,2002
"Eric Leroy","Lille 3","Aix-Marseille 2",2005,2008
"Eric Marchioni","Universite Louis Pasteur (Strasbourg)","Strasbourg",1989,2011
"Eric Marcon","Lyon 1","Saint-Etienne",1989,2011
"Eric Martin","Lille 1","Bordeaux 1",1996,1999
"Eric Marty","Paris 4","Paris 7",1996,2007
"Eric Maulin","Paris 2","Strasbourg",1997,2013
"Eric Mercier","Nancy 1","Nantes",1990,2002
"Eric Meyer","Paris 4","Paris 6",2001,2003
"Eric Michaud","Paris 1","Universite Marc Bloch (Strasbourg)",1995,2001
"Eric Millard","Lyon 3","Paris 11",1994,2011
"Eric Millon","Montpellier 1","Metz",1990,2004
"Eric Molay","Aix-Marseille 3","Nice",2001,2013
"Eric Monacelli","Paris 6","Versailles-St Quentin en Yvelines",1993,2009
"Eric Mondielli","Montpellier 1","Nantes",1990,2012
"Eric Monlun","Strasbourg 1","Bordeaux 2",1990,1995
"Eric Moreau","Aix-Marseille 1","Poitiers",2006,2008
"Eric Nguyen-Khac","Amiens","Paris 13",1994,2004
"Eric Oliva","Aix-Marseille 3","Avignon",1992,2007
"Eric Paget-Blanc","Paris 13","Perpignan",1993,2010
"Eric Perrin-Saminadayar","Toulouse 2","Montpellier 3",1996,2014
"Eric Petit","Rennes 1","Paris Est",2009,2009
"Eric Pinelli","Toulouse, INPT","Bordeaux 1",1993,2007
"Eric Raymond","Paris 6","Paris 7",2001,2008
"Eric Renault","Angers","Toulouse 1",1993,1993
"Eric Ruelland","Paris 11","Paris 6",1998,2012
"Eric Savarese","Aix-Marseille 3","Perpignan",1995,2014
"Eric Severin","Lille 2","Lille 1",2000,2018
"Eric Simon","Universite Paris-Est Creteil Val de Marne (UPEC)","Paris 6",2006,1997
"Eric Simoni","Aix-Marseille 2","Paris 11",1988,1998
"Eric Thomas","Rennes 1","Montpellier 1",1999,1999
"Eric Tournie","Montpellier 1","Nice",1996,2002
"Eric Verdier","Paris 10","Aix-Marseille 2",1998,2004
"Eric Vernette","Paris 10","Toulouse 1",1986,2003
"Eric Vial","Montpellier 1","Grenoble 2",2000,2007
"Eric Vibert","Paris 11","Universite Paris-Saclay (ComUE)",2012,2017
"Eric Vidal","Aix-Marseille 3","Nouvelle Caledonie",1998,2016
"Eric Violard","Besancon","Strasbourg 1",1992,2008
"Erick Denamur","Paris 11","Paris 5",1991,1997
"Erika Thomas","Paris 3","Artois",2001,2017
"Erwan Bezard","Bordeaux 2","Bordeaux",1998,2015
"Erwan Engel","Dijon","Clermont-Ferrand 2",2000,2016
"Erwan Galardon","Rennes 1","Paris 5",1999,2013
"Erwann Guenin","Brest","Paris 13",1999,2014
"Esteban Castaner Munoz","Bordeaux 3","Perpignan",1994,2014
"Estelle Rathahao-Paris","Paris 6","Universite Paris-Saclay (ComUE)",1997,2017
"Estelle Thibault","Paris 8","Paris Est",2005,2018
"Esther Benbassa","Paris 3","Paris Sciences et Lettres",1987,2018
"Esther Jeffers Sasson","Paris 10","Paris 8",1996,2012
"Etera R. Livine","Aix-Marseille 2","Lyon, Ecole normale superieure",2003,2010
"Etienne Dambrine","Paris 7","Nancy 1",1985,2005
"Etienne Douat","Paris 5","Rennes 1",2005,2003
"Etienne Douat","Paris 5","Montpellier 1",2005,2007
"Etienne Farvaque","Lille 1","Le Havre",1997,2014
"Etienne Gaviot","Lille 1","Le Mans",1985,2010
"Etienne Guyon","Amiens","Paris 11",1988,1987
"Etienne Hubert","Paris 1","Lyon 2",1987,2009
"Etienne Mullet","Paris 5","Tours",1985,1999
"Etienne Pataut","Paris 1","Cergy-Pontoise",1997,2006
"Etienne Riviere","Bordeaux","Rennes 1",2015,2007
"Etienne Roux","Lyon 1","Bordeaux 2",1988,2009
"Evangelia Adamou","Paris 5","Paris, INALCO",2001,2019
"Eve Chiapello","Paris 9","Paris, CNAM",1994,2010
"Evelyne Bernard","Lille 2","Nice",1988,1988
"Evelyne Cregut-Bonnoure","Lyon 1","Aix-Marseille 2",2002,2003
"Evelyne Ferrary","Paris 11","Paris 7",1985,2000
"Evelyne Heyer","Lyon 1","Paris, Museum national d'histoire naturelle",1991,2004
"Evelyne Heyer","Lyon 1","Paris 6",1991,2004
"Evelyne Kohli","Dijon","Bourgogne Franche-Comte",1990,2018
"Evelyne Lande","Paris, CNAM","Poitiers",1996,2008
"Evelyne Lauret","Paris 11","Paris 5",1985,2013
"Evelyne Vericel","Lyon 1","Lyon, INSA",1992,2003
"Even Loarer","Aix-Marseille 1","Paris 10",1990,2007
"Ewen Lescop","Paris 11","Universite Paris-Saclay (ComUE)",2003,2019
"F. Lapalus","Clermont-Ferrand 1","Nice",1990,1989
"Fabielle Angel-Urban","Universite Louis Pasteur (Strasbourg)","Strasbourg",1988,2012
"Fabien Cherblanc","Bordeaux 1","Montpellier 2",1999,2013
"Fabien Darfeuille","Bordeaux 2","Bordeaux",2002,2015
"Fabien Gagosz","Palaiseau, Ecole polytechnique","Universite Paris-Saclay (ComUE)",2002,2016
"Fabien Girandola","Aix-Marseille 1","Aix-Marseille",1994,2014
"Fabien Granjon","Paris 2","Paris 8",2000,2014
"Fabien Jobard","Paris, Institut d'etudes politiques","Universite Paris-Saclay (ComUE)",1998,2016
"Fabien Marchand","Evry-Val d'Essonne","Clermont Auvergne",2006,2018
"Fabien Moizeau","Paris 1","Rennes 1",2001,2014
"Fabien Reyal","Paris 11","Universite Paris-Saclay (ComUE)",2009,2017
"Fabien Tripier","Paris 10","Nantes",2000,2012
"Fabienne Aujard","Paris 13","Paris 5",1998,2010
"Fabienne Brugere","Paris 10","Bordeaux 3",1996,2010
"Fabienne Castell","Paris 11","Aix-Marseille 1",1992,2011
"Fabienne d' Arripe-Longueville","Paris 10","Nice",1998,2013
"Fabienne Goldfarb","Paris 11","Universite Paris-Saclay (ComUE)",2003,2019
"Fabienne Hulak","Paris 5","Paris 8",1986,2012
"Fabienne Kauff-Gazin","Strasbourg 3","Strasbourg",2001,2014
"Fabienne Lesueur","Lyon 1","Universite Paris-Saclay (ComUE)",2001,2017
"Fabienne Maillard","Paris 4","Amiens",2009,2016
"Fabienne Malagnac","Paris 11","Universite Paris-Saclay (ComUE)",1999,2018
"Fabienne Orsi","Aix-Marseille 2","Aix-Marseille",2001,2018
"Fabienne Peraldi Leneuf","Strasbourg 3","Lille 2",1996,2016
"Fabienne Rolling","Aix-Marseille 2","Nantes",1992,2010
"Fabienne Venet","Lyon 1","Lyon",2006,2016
"Fabio Sterpone","Paris 6","Paris 7",2004,2014
"Fabrice Bertile","Lyon 1","Strasbourg",2003,2017
"Fabrice Bonnet","Bordeaux 2","Rennes 1",1999,2014
"Fabrice Bouquet","Aix-Marseille 1","Besancon",1999,2013
"Fabrice Bouthillon","Paris 4","Brest",1994,2017
"Fabrice Chretien","Paris 12","Paris Est",2004,2013
"Fabrice d' Almeida","Paris 10","Paris 2",1995,2013
"Fabrice Favret","Paris 13","Strasbourg",2001,2019
"Fabrice Gerbier","Paris 6","Paris, Ecole normale superieure",2003,2015
"Fabrice Gouilleux","Paris 11","Amiens",1991,2006
"Fabrice Guillaume","Lyon 1","Aix-Marseille",2003,2018
"Fabrice Guillet","Rennes 1","Nantes",1995,2011
"Fabrice Herpin","Bordeaux 1","Bordeaux",1998,2017
"Fabrice Hubaut","Aix-Marseille 2","Aix-Marseille",1999,2018
"Fabrice Laurent","Nancy 1","Tours",2001,2016
"Fabrice Mourlin","Paris 11","Paris Est",1992,2009
"Fabrice Muller","Nantes","Orleans",2000,2008
"Fabrice Picod","Strasbourg 3","Paris 2",1994,2004
"Fabrice Picod","Strasbourg 3","Saint-Etienne",1994,2004
"Fabrice Planchon","Palaiseau, Ecole polytechnique","Paris 13",1996,2012
"Fabrice Rochelandet","Paris 1","Paris 11",2000,2010
"Fabrice Roth","Dijon","Lyon 3",1997,2011
"Fabrice Roux","Dijon","Toulouse 3",2004,2017
"Fabrice Soncin","Paris 6","Lille 1",1990,2003
"Fabrice Valognes","Caen","Le Havre",1998,2010
"Fabrice Wendling","Montpellier 3","Rennes 1",2004,2007
"Faiez Zannad","Lyon 1","Nancy 1",1986,1996
"Fakhr-Eddine Ababsa","Evry-Val d'Essonne","Universite Paris-Saclay (ComUE)",2002,2018
"Fani Anagnostou","Paris 7","Paris Est",1996,2015
"Fanny Mann","Lyon 1","Aix-Marseille 2",1999,2007
"Fanny Roussi","Paris 5","Paris 11",1999,2013
"Fany Declerck","Lille 2","Toulouse 1",2000,2012
"Farida Djouad","Montpellier 1","Montpellier",2005,2018
"Farimah Masrouri","Lyon, INSA","Vandoeuvre-les-Nancy, INPL",1986,1993
"Farouk Toumani","Lyon, INSA","Clermont-Ferrand 2",1997,2014
"Faruk Ulgen","Paris 10","Universite Pierre Mendes France (Grenoble)",1994,2001
"Farzaneh Pahlavan","Paris 7","Paris 5",1987,2014
"Fatima Chnane-Davin","Aix-Marseille 1","Aix-Marseille",2005,2014
"Fawzi Nashashibi","Toulouse 3","Paris, ENMP",1993,2010
"Federico Cisnetti","Paris 11","Clermont Auvergne",2007,2018
"Fekri Meftah","Lyon, INSA","Paris Est",1997,2011
"Felicien Lemaire","Bordeaux 1","Angers",1994,2017
"Felix Mora-Camino","Toulouse 3","Toulouse 2",1987,2008
"Felix Rey","Paris 11","Paris 7",1988,2010
"Ferdinand Melin-Soucramanien","Aix-Marseille 3","Bordeaux 4",1996,2005
"Ferhat Hammoum","Ecole nationale des ponts et chaussees (France)","Ecole centrale de Nantes",1993,2017
"Ferid Haddad","Nantes","Nantes, Ecole des Mines",1993,2014
"Fernand Rodriguez","Paris 7","Toulouse 3",2007,2001
"Fethi Ben Ouezdou","Paris 6","Versailles-St Quentin en Yvelines",1990,2005
"Fethi Benslama","Paris 13","Paris 7",1999,2011
"Filomena Conti","Paris 5","Paris 6",1999,2010
"Flora Zavala","Paris 11","Paris 5",1986,2006
"Flore Gubert","Clermont-Ferrand 1","Paris Sciences et Lettres",2000,2017
"Floreal Sanagustin","Paris 3","Lyon 3",1994,2002
"Florence Belmonte","Dijon","Montpellier 3",1996,2014
"Florence Cabon","Paris 6","Paris 11",1990,2006
"Florence Chaltiel","Universite Pierre Mendes France (Grenoble)","Grenoble",1999,2010
"Florence Corellou","Rennes 1","Bordeaux",2000,2017
"Florence Deboissy","Dijon","Bordeaux 4",1995,2005
"Florence Godeau","Paris 4","Lyon",1992,2016
"Florence Hommais","Paris 7","Lyon 1",2001,2015
"Florence Legros","Paris 10","Paris 9",1991,2006
"Florence Migot-Nabias","Lille 2","Paris 5",1995,2010
"Florence Naegelen","Besancon","Bourgogne Franche-Comte",1987,2017
"Florence Nguyen Khac","Paris 7","Paris 11",1993,2010
"Florence Noguera","Lyon 2","Montpellier 3",2002,2016
"Florence Palpacuer","Montpellier 1","Montpellier",1996,2019
"Florence Pasquier","Lille 3","Lille 2",1994,1994
"Florence Rodhain","Montpellier 2","Montpellier 1",1997,2013
"Florence Taboulet","Lyon 1","Bordeaux 2",1991,1998
"Florence Tardy","Montpellier","Lyon",2015,2016
"Florence Velge-Roussel","Lille 1","Tours",1989,2008
"Florent Bourgeois","Mulhouse","Toulouse, INPT",2018,2014
"Florent Garnier","Paris 2","Clermont-Ferrand 1",2002,2015
"Florent Hivert","Universite de Marne-la-Vallee","Rouen",1999,2008
"Florent Jacquemard","Paris 11","Paris 6",1996,2016
"Florent Krzakala","Paris 6","Paris Sciences et Lettres",2002,2016
"Florian Sennlaub","Paris 5","Paris 6",2002,2014
"Fodil Meraghni","Compiegne","Paris, ENSAM",1994,2008
"Fouzia Boulmedais","Strasbourg 1","Strasbourg",2003,2016
"France Marchal-Ninosque","Paris 4","Besancon",1997,2012
"France Pietri-Rouxel","Paris 11","Sorbonne universite",1993,2018
"Francine Agbossou-Niedercorn","Lyon 1","Lille 1",1985,1999
"Francine Mansuy","Nancy 2","Universite de Lorraine",1985,2013
"Francine Thullier","Nancy 1","Caen",1992,2005
"FRANCINE WALKER","Paris 7","Aix-Marseille 2",1998,1994
"Francis Bidault","Montpellier 1","Lyon 3",1986,1993
"Francis Couturaud","Lyon 1","Brest",2006,2018
"Francis Eustache","Paris 5","Caen",1987,1991
"Francis Guillemin","Nancy 1","Vandoeuvre-les-Nancy, INPL",1993,2006
"Francis Guinle","Paris 7","Lyon 2",1986,2000
"Francis Jacques","Saint-Etienne, EMSE","Paris 3",2008,2009
"Francis Marcoin","Lille 3","Artois",1989,2003
"Francis Meunier","Paris 6","Paris 11",1999,1998
"Francis Miserey","Paris 11","Paris, CNAM",1985,1994
"Francis Navarro","Lille 2","Montpellier 1",1994,1999
"Francis Querol","Dijon","Toulouse 1",1986,2008
"Francis Sagliocco","Orleans","Bordeaux 2",1986,2010
"Francis Veillon","Amiens","Strasbourg 1",1992,1992
"Francisco Queixalos","Paris 4","Paris 7",1995,2011
"Franck Aggeri","Paris, ENMP","Paris Sciences et Lettres",1998,2017
"Franck Arpin-Gonnet","Lyon 3","Paris 8",1992,2004
"Franck Bancel","Grenoble 2","Paris 10",1992,2011
"Franck Barthe","Universite de Marne-la-Vallee","Toulouse 3",1997,2016
"Franck Bassinot","Aix-Marseille 3","Paris 11",1993,2008
"Franck Bouscau","Paris 2","Rennes 1",1988,2010
"Franck Chauvat","Paris 11","Paris 6",1989,2003
"Franck Chignier-Riboulon","Paris 8","Clermont-Ferrand 2",1997,2010
"Franck Collard","Paris 1","Paris 10",1994,2011
"Franck Courchamp","Lyon 1","Paris 11",1996,2006
"Franck Delaunay","Paris 6","Nice",2003,2006
"Franck Denat","Toulouse 3","Dijon",1993,2007
"Franck Fregosi","Aix-Marseille 3","Aix-Marseille",1994,2018
"Franck Joseph Aime Gechter","Nancy 1","Bourgogne Franche-Comte",2003,2017
"Franck Jung","Palaiseau, Ecole polytechnique","Universite Louis Pasteur (Strasbourg)",2001,1985
"Franck Latty","Paris 10","Clermont-Ferrand 1",2005,2011
"Franck Laurent","Lille 3","Le Mans",2004,2018
"Franck Lessay","Aix-Marseille 1","Paris 3",1987,2003
"Franck Martin","Montpellier 2","Rennes 1",2004,2004
"Franck Mortreux","Paris 7","Lyon 1",2001,2014
"Franck Pereira Dos Santos","Paris 6","Paris, Ecole normale superieure",2002,2014
"Franck Portier","Paris 1","Rouen",1993,2000
"Franck Rabilloud","Toulouse 3","Lyon",2000,2018
"Franck Sabatie","Caen","Paris 11",1998,2010
"Franck Scherrer","Universite Paris-Est Creteil Val de Marne (UPEC)","Lyon 2",1992,2007
"Franck Sturtz","Lyon 1","Limoges",1990,2008
"Franck Suzenet","Nantes","Orleans",1998,2016
"Franck Tannery","Lyon 3","Lyon 2",1993,2010
"Francois Amy de La Breteque","Paris 3","Montpellier 3",2000,2011
"Francois Andre","Paris 6","Nantes",1990,1998
"Francois Baert","Angers","Lille 1",2015,1995
"Francois Baudin","Nancy 2","Paris 6",1994,1998
"Francois Becker","Dijon","Universite Louis Pasteur (Strasbourg)",1989,1989
"Francois Beguin","Dijon","Orleans",1999,1999
"Francois Berger","Universite Louis Pasteur (Strasbourg)","Paris 8",1993,2003
"Francois Bessire","Paris 4","Rouen",1994,2010
"Francois Blanc","Paris 6","Paris 1",2009,2008
"Francois Blanc","Paris 6","Paris 1",2009,2010
"Francois Boespflug","Nancy 1","Universite Marc Bloch (Strasbourg)",1988,2000
"Francois Bougard","Paris 1","Paris 10",1993,2009
"Francois Boulaire","Paris 3","Brest",1987,2001
"Francois Bourdon","Le Mans","Caen",1992,2003
"Francois Bousquet","Paris 4","Lyon 1",1996,2010
"Francois Brunet","Paris 1","Paris 7",2011,2010
"Francois Brunet","Paris 1","Paris 7",2011,2012
"Francois Brunotte","Nancy 1","Dijon",1990,2005
"Francois Cadilhon","Paris 4","Bordeaux 3",1989,2013
"Francois Cansell","Paris 13","Bordeaux 1",1985,1999
"Francois Caron","Nice","Paris 4",2006,2002
"Francois Carre","Brest","Rennes 1",1988,2000
"Francois Chabaud","Montpellier 3","Strasbourg 1",2012,2001
"Francois Chenet","Paris 4","Sorbonne universite",1997,2018
"Francois Chesnais","Paris 10","Paris 13",1985,1997
"Francois Chomy","Lille 2","Bordeaux 2",1991,1997
"Francois Combarnous","Lyon 1","Bordeaux 4",1992,2010
"Francois Cornet","Toulouse 3","Institut de physique du globe (Paris)",1995,2000
"Francois Cottin","Paris 11","Evry-Val d'Essonne",1999,2010
"Francois Cotton","Rennes 1","Lyon 1",1993,2008
"Francois Coudore","Clermont-Ferrand 1","Paris 11",1993,2012
"Francois Cusin","Paris 4","Paris 9",2000,2015
"Francois Dauphin","Paris 5","Caen",1990,2000
"Francois David","Paris 4","Paris 11",2006,2000
"Francois de Gandt","Paris 1","Lille 3",1987,1999
"Francois Delahaye","Amiens","Lyon 1",1998,2000
"Francois Delhommeau","Paris 5","Paris 7",1997,2013
"Francois Deroche","Paris 4","Paris Sciences et Lettres",1987,2017
"Francois Dubois","Aix-Marseille","Paris 11",2017,2007
"Francois Dubos","Paris 6","Lille 2",2010,2016
"Francois Dufour","Paris 11","Bordeaux 1",1994,2008
"Francois Dumont","Valenciennes","Lille 2",1999,2010
"Francois Fontaine","Paris 4","Universite de Lorraine",2000,2018
"Francois Forestier","Bordeaux 2","Paris 11",1998,2012
"Francois Fourment","Paris 2","Nancy 2",1995,2002
"Francois Galichet","Universite Marc Bloch (Strasbourg)","Strasbourg 2",1990,2008
"Francois Gallet","Montpellier 1","Paris 6",1999,2001
"Francois Garnier","Paris 8","Paris 6",2008,2016
"Francois Gimenez","Paris 11","Paris 5",1992,1992
"Francois Godement","Paris, INALCO","Paris, Institut d'etudes politiques",1989,2013
"Francois Goffinet","Paris 11","Paris 6",1998,2008
"Francois Goldwasser","Paris 6","Paris 5",1996,2006
"Francois Golse","Paris 13","Paris 7",1986,1998
"Francois Goudail","Aix-Marseille 3","Paris 11",1997,2011
"Francois Gouin","Nantes","Aix-Marseille 2",1989,1989
"Francois Graf","Strasbourg 1","Dijon",1987,1987
"Francois Guerin","Paris 2","Paris 7",1998,1992
"Francois Guery","Paris 7","Lyon 3",1989,2000
"Francois Gueyffier","Lyon 1","Lyon",1991,2017
"Francois Guillaumont","Paris 4","Tours",2000,2009
"Francois Hamel","Universite Marc Bloch (Strasbourg)","Aix-Marseille",1993,2018
"Francois Hirsch","Paris 6","Paris 11",1992,2003
"Francois Huguet","Tours","Poitiers",1987,1999
"Francois Hulbert","Rennes 2","Universite de Lorraine",1988,2012
"Francois Igersheim","Universite Marc Bloch (Strasbourg)","Strasbourg",1992,2013
